Symbol	KmeansGroup	FoldChangeQ95	MmLDSmExp1	MmLDSmExp2	MmLDSmExp3	MmLDSmExp4	MmLDSmExp5	MmLDSmExp6	MmLDSmExp8	MmLDSmExp9	MmLDSmExp10	MmLDSmExp11	MmLDSmExp12	MmLDSmExp13	MmLDSmExp15	MmLDSmExp16	MmLDSmExp17	MmLDSmExp18	MmLDSmExp19	MmLDSmExp20	MmLDSmExp21	MmLDSmExp22	MmLDSmExp23	MmLDSmExp24	MmLDSmExp25	MmLDSmExp26	MmLDSmExp27	MmLDSmExp29	MmLDSmExp33	MmLDSmExp36	MmLDSmExp37	MmLDSmExp38	MmLDSmExp41	MmLDSmExp43	MmLDSmExp44	MmLDSmExp45	MmLDSmExp46	MmLDSmExp48	MmLDSmExp50
ENSG00000113231	PDE8B	2	2.685602455	0.599132306	0.170525018	1.211360424	-0.108575045	-0.032048117	-0.043435569	-0.014009056	1.98319274	0.648236099	1.319844761	0.289353549	0.144661154	0.385001937	-0.205399024	-0.256419368	-0.198296938	0.504267067	0.442327182	-0.271552223	-0.320332783	-0.014925276	-0.319689994	2.698292955	-0.271825304	-0.318194354	-0.523227313	-0.487299386	-0.608852719	0.422426974	-0.704901395	-0.812079146	-1.090526617	-1.04923161	-1.201654231	-1.363149073	-1.542527179	-1.7460729
ENSG00000113272	THG1L	2	2.663632521	-0.070245377	-0.340652708	-0.439773476	1.003617716	-0.066876484	2.386179169	-0.498741363	-0.325591603	1.160080094	-0.39033574	-0.034607385	0.909810631	1.481858885	0.058622004	-0.06411597	0.501063514	-0.680698208	0.565397059	1.435903694	1.237785841	-0.11079402	0.622680137	0.244784563	-0.646832438	0.269816773	-0.090985834	-0.233744509	-0.845934372	-0.193109309	-0.902675979	-0.965992186	-1.130487498	-1.106092106	-1.196136294	-1.291541631	-1.397510837	-1.517757276
ENSG00000113384	GOLPH3	2	2.539915171	0.086421428	-0.40790153	0.937483021	-0.363934052	1.616829811	-0.575225135	-0.382070777	0.009121394	0.011873901	0.554336326	0.70012685	0.872081232	0.112722493	0.555092044	0.19324857	-0.164873301	-0.673308634	0.63855395	0.368856556	1.282142698	0.650518316	-0.202047423	-0.736811983	0.485892224	1.070356926	-0.493412661	-0.899513034	-0.988319194	-1.109098027	-1.058492405	-1.13679806	-1.340230389	-1.035896827	-0.043850244	2.271601244	-1.670463765	-1.67492671
ENSG00000113441	LNPEP	2	2.669590669	0.191021347	-0.289642034	-0.374239097	0.806230898	1.565503409	-0.497809389	-0.255071506	-0.396859209	-0.422286798	-0.193157584	0.456506107	0.092218287	0.488265474	0.620493451	0.678589043	0.073620691	-0.19237309	1.382232223	2.321986679	-0.474182424	0.101892168	-0.174722613	-0.554140029	-0.233612778	1.78943743	-0.936265422	-0.854110465	-1.014513905	-1.015051405	-1.102287656	-1.127342835	-0.897406091	-1.333884892	-0.358387646	0.42203741	-1.867751015	0.905472596
ENSG00000113594	LIFR	2	2.69600243	0.33397691	-0.215816181	-0.300785207	-0.345540998	-0.391535302	-0.400867197	-0.078597439	-0.33012558	0.583752737	0.036499087	0.769409482	1.028128703	0.637441091	0.059858524	0.018682399	0.437357345	-0.04196803	-0.014670516	-0.601632067	-0.283569411	0.66759172	-0.348687212	1.195621437	-0.57583506	-0.626072334	-0.787817144	-0.764676799	-0.86430769	-0.892931814	-0.94303307	-1.030880291	-1.259105382	1.725835484	2.708770396	-1.482559498	-1.629585051	1.311671527
ENSG00000113658	SMAD5	2	2.762783475	0.390675513	-0.512806539	-0.557006149	-0.429243634	-0.610788933	-0.544507375	-0.351697296	-0.261225322	0.292978275	1.093703309	0.578471808	0.954438519	0.389955346	-0.057813887	0.28842631	1.082774714	0.043781883	1.460797753	1.318788365	-0.750825395	0.41633253	-0.156439979	1.500344889	-0.676474583	2.104922314	0.36715307	-0.831930687	-0.89097614	-0.927299009	-0.937632512	-0.958204621	-1.064897756	0.463862186	-1.178933287	-1.152261618	-1.344515584	-1.314709955
ENSG00000113916	BCL6	2	2.985164909	1.884497125	0.249970627	0.149324953	-0.057787912	0.026857013	0.131460761	0.350041235	0.109729112	1.616073034	1.871634644	0.621086727	0.201388668	0.071298503	0.516147317	0.577049027	0.205797733	-0.301766511	0.962881646	-0.344734905	-0.292012479	0.665825126	-0.202708172	0.63418377	-0.063626855	-0.289647161	-0.51643422	-0.476694322	-0.611144526	-0.653141699	-0.717384014	-0.835933379	-1.143924268	-1.09824784	-1.266842578	-1.445472104	-1.643884641	-1.869024343
ENSG00000114023	FAM162A	2	2.279910038	0.342641111	-0.336123901	-0.429725529	-0.78262063	-0.758839489	2.924721288	-0.444378119	0.098454302	-0.051253993	-0.771258893	-0.166146243	0.458474731	0.068111825	-0.377193562	0.156632803	-0.016652431	0.439957854	-0.706268198	-0.153674227	-0.833518075	0.149654501	-0.085908405	1.002716003	0.65643242	-0.825346505	0.004189283	0.382146138	2.534218244	-1.004720849	-0.981772108	-1.017282698	-1.109538406	-0.273698726	1.41799243	0.795702668	-1.259297857	-1.326736797
ENSG00000114120	SLC25A36	2	2.640743251	0.288963283	-0.743404231	-0.585812859	0.192568253	0.039369119	2.513116104	-0.512479061	-0.479079812	1.946681628	-0.780524349	0.137360702	0.716503652	0.727608981	-0.581772321	1.001275024	0.643902177	0.714822305	0.292423006	-0.564400909	0.136660387	0.212329145	-0.540115483	0.236023833	0.157429795	0.112144348	-0.305205688	-0.93900517	-0.019524187	-1.123136993	-1.09558538	-1.138217938	-1.248974185	-0.112277552	1.694562589	-1.085787654	-1.364660212	-1.184523598
ENSG00000114166	KAT2B	2	2.614141074	1.014136617	0.221881413	0.121949153	-0.007627841	0.000348375	-0.012155798	0.012323082	2.506032418	1.039157941	1.814579325	0.666400101	-0.036354372	0.758759701	-0.113248693	-0.252420486	0.243088983	-0.292909092	0.74710129	0.694945968	-0.316263288	-0.329887146	0.285676536	0.939404092	-0.262989051	-0.313914718	0.140224394	-0.499638603	-0.633135647	-0.814695319	-0.738622883	-0.856335139	-0.967806844	-1.116789915	-1.253125776	-1.461557885	-1.65856321	-1.882108758
ENSG00000114315	HES1	2	2.735876471	0.201215646	-0.084357441	-0.155918759	-0.129681041	-0.242996374	-0.251952278	-0.234422101	-0.184073436	0.904199331	1.490361083	0.526908509	0.34194174	0.004162767	1.245098167	0.121667986	0.102612943	-0.232357006	0.069189795	2.031958364	2.385064801	0.613810375	0.347035916	-0.294184844	0.795980927	-0.13173402	-0.629294668	-0.601038388	-0.696636585	-0.826651652	-0.772176102	-0.856468317	-1.075459235	-1.042981901	-1.162857904	-1.289868946	-1.430946314	-1.59102751
ENSG00000114331	ACAP2	2	2.72352655	0.218206469	0.24848054	1.378629623	0.172629273	-0.438890624	0.380500228	-0.289657461	-0.391280138	0.396177752	0.135077751	0.570589731	-0.302122539	0.609563305	-0.200700372	-0.341750429	0.253516492	0.305476187	0.437888879	-0.22123263	-0.700239938	0.856174584	-0.019993229	1.304852148	-0.650906873	-0.692540716	-0.329961157	-0.784351739	2.926141295	-0.813098875	-1.014656	-1.102282513	-1.32993421	1.270966759	-1.389034848	-1.552826918	-1.250640647	-0.37229571
ENSG00000114374	USP9Y	2	2.618617675	0.2886695	-0.288031175	-0.336553099	-0.436404878	-0.395595799	2.864553051	-0.123362891	-0.355643289	0.913328367	0.022706966	0.158237324	0.858749324	-0.161418704	-0.451901888	0.3222483	0.329386677	1.808205351	-0.531609757	-0.312597948	0.817797328	1.583833084	0.472410005	1.406782277	-0.516806515	-0.001119365	-0.594073501	-0.638365048	-0.703185101	-0.791341404	-0.75440443	-0.811558499	-0.737000119	-0.938023441	-1.01930461	-1.083550568	-1.201080356	-1.282592843
ENSG00000114487	MORC1	2	2.511910469	-0.426344362	-0.765967682	-0.640687352	0.374133382	-0.94561381	-0.886565257	-0.674044627	-0.098730321	-0.395753942	-0.071574775	0.082764603	-0.049542252	0.057791311	0.22374343	0.414306258	0.401709087	0.783681246	-0.050168805	0.915883556	-0.788566629	-0.173572428	-0.149752114	-0.64048528	-1.029917758	-0.751360089	-0.119177125	-0.721066916	-1.217000218	1.683231497	-1.260755057	0.865258891	2.394901205	0.485376292	-1.058010462	-1.560618856	2.093273777	1.187311113
ENSG00000114796	KLHL24	2	2.602471834	0.30292947	-0.040500592	-0.118159633	-0.238810594	-0.212657112	-0.222376146	-0.203352226	0.13132963	-0.190318215	-0.089110103	0.625892498	0.526151705	0.20756515	1.429328458	2.598814983	0.081626839	-0.377737257	0.42170033	-0.468175726	-0.458704105	-0.275987108	-0.299912078	2.684055983	-0.417303639	-0.41454803	-0.41256514	-0.247410591	-0.704951898	-0.772992306	-0.78692812	-0.775303288	0.855680017	-1.080809218	0.821835214	-1.30338513	-1.501830193	-1.675553663
ENSG00000114948	ADAM23	2	1.791533393	0.506663614	0.092613409	0.079169338	-0.124209571	-0.067019765	-0.076031797	0.119182364	-0.007727538	0.095819405	0.066643482	0.437937038	-0.020573134	-0.091494058	0.370646505	0.148828477	0.543051462	-0.290603293	0.642299195	-0.025478965	1.111031293	-0.012490954	-0.298998564	-0.335563157	-0.120124427	-0.012349093	-0.315203931	4.689110852	-0.523503078	-0.563667386	-0.599516025	-0.684336526	-0.904699928	-0.821926709	-0.992645797	-1.120453411	-1.262413291	-1.423499428
ENSG00000115084	SLC35F5	2	2.842058275	0.286144972	-0.04656721	-0.105805262	-0.101972867	-0.102438125	-0.292925503	0.557211847	-0.222647543	0.212066262	-0.240062802	0.678459789	1.600014053	1.25492098	0.731294591	-0.451304067	0.682917985	-0.52558034	0.523044437	2.165333748	-0.462811514	0.129441281	-0.512687096	-0.768482835	-0.417240142	1.490370447	1.31178992	-0.562717194	-0.753339702	-0.730155467	-0.576131003	-0.918824574	0.094054848	-1.111934161	-1.094959073	-1.367554288	-1.513619755	-1.679362914
ENSG00000115112	TFCP2L1	2	2.953758691	1.257410961	0.054164518	-0.032111989	-0.169401907	-0.137094609	-0.147890044	-0.112476236	-0.066055865	1.518575593	-0.172636554	0.719758203	-0.086787781	0.411072494	0.190870015	-0.120487166	-0.292644481	-0.418801689	1.51307729	1.023452518	-0.410442198	0.91241423	0.324641956	1.328672535	-0.337035231	-0.408414569	-0.602824024	-0.223511868	-0.684012867	-0.556264228	1.823621329	-0.876709393	-1.140727496	-1.10157313	-1.202742823	-1.399226383	-1.569310257	-1.762307542
ENSG00000115137	DNAJC27	2	2.590626252	-0.060131181	0.137331664	-0.441033751	0.832220445	-0.505021043	-0.5116009	-0.098881169	-0.31925176	0.219150531	0.945490302	0.316286326	0.00263559	1.210332959	-0.262763624	-0.267837216	0.627725196	-0.423552211	0.055225282	0.228278566	-0.671627402	-0.032083072	0.02345926	-0.648004257	1.547461056	-0.200861674	1.703994892	-0.768120646	-0.838369728	-0.933908771	-0.893878473	-0.955818968	-1.11673897	-1.09287424	0.190912988	-1.27429499	-1.377961735	3.063484471
ENSG00000115255	REEP6	2	2.61033663	0.878434887	0.055512076	1.420518489	-0.174032489	0.300045361	-0.120292148	3.029768776	-0.049088361	0.845307069	-0.141822944	0.234625216	-0.097071242	-0.102961451	0.401412019	-0.300773739	-0.195959796	-0.253400441	1.31658959	-0.388052837	-0.348731058	0.54432043	-0.171985816	-0.602100913	-0.308712614	1.82694867	0.10903406	-0.486477727	-0.58675866	-0.723142324	-0.66599837	-0.754419515	-0.98413738	-0.950069192	-1.075817144	-1.209049635	-1.35703747	-1.524960007
ENSG00000115414	FN1	2	2.239851933	0.075977357	-0.21766332	-0.559176311	-0.468647465	-0.616447034	-0.392984171	0.440055184	-0.478169662	-0.160504025	0.583214251	0.080392753	-0.261042938	0.619074243	0.308493683	1.148176549	0.287993849	0.188646457	1.695771253	-0.48928773	-0.521021343	0.563322288	0.80512709	0.591288484	0.410225611	0.044633043	-0.715079215	0.06218861	-0.956230999	-0.90984871	-0.892725499	-1.071940942	3.56023857	-0.054375281	-1.252363952	-1.355470789	-1.487827933	-0.84386389
ENSG00000115415	STAT1	2	2.358406737	-0.455538979	-0.615710812	-0.562215003	-0.056671473	-0.666224581	-0.726947173	-0.164975267	-0.68629361	1.21576515	0.897568675	0.540013546	-0.309136013	0.333857611	-0.107828055	0.208705153	0.514958364	-0.425481321	0.338028344	0.146246075	0.730379204	0.161505714	0.106802611	-1.002034928	-0.598965677	-0.336230885	1.212523709	-0.936020094	3.355669069	-0.953835154	-1.038516306	-1.089001052	-1.220156705	-1.200705588	0.626124738	-1.348570591	0.618556429	1.135948137
ENSG00000115419	GLS	2	2.264066131	-0.2640709	-0.537215428	-0.641742365	-0.661650171	-0.566225684	3.096891063	-0.224902333	-0.661740783	0.591382172	-0.229036445	0.069315984	0.415003973	0.729353517	-0.038252132	0.347465921	0.594497816	0.515461566	0.770608582	0.924792301	-0.217603612	0.36043873	-0.18209185	-0.012211222	-0.098982491	-0.255706533	-0.813062572	-0.60981126	-1.075364733	-1.124926863	-1.133718764	-1.198834226	-1.232577568	-0.602357478	-0.461756602	2.253076509	1.24531449	-1.333826739
ENSG00000115548	KDM3A	2	2.726892452	-0.267247892	0.307017178	-0.623212639	0.140865407	-0.70159419	-0.697020144	0.384001959	0.449629585	0.047350631	-0.705742795	0.726872126	0.295337906	0.16823767	0.312991962	1.513939938	0.416148385	0.112798059	1.10143777	0.442080867	-0.835316197	0.163364663	0.988767364	0.966527669	2.25525948	0.018504913	-0.773329882	-0.255830048	-1.00849134	-0.96455659	-1.051182442	-1.098820125	-1.188761438	1.455153308	-0.575062061	-1.328469199	-1.423485005	-1.495057305
ENSG00000115827	DCAF17	2	2.662118916	-0.082992026	-0.373994592	-0.442703458	-0.282596483	-0.491655088	-0.496689747	-0.46907203	2.509229941	1.443611141	0.411512772	-0.12393309	-0.254930472	-0.283703532	0.224440824	-0.005196635	-0.322298124	-0.367688808	0.146397578	-0.508730763	0.048531931	0.435351476	-0.65097264	1.855009127	-0.597666183	-0.46138584	1.580729665	-0.692932309	1.969744116	-0.776397959	-0.532256485	-0.836525027	0.95312849	-0.77434546	-0.922034663	-1.080165914	-1.159473165	-1.249465483
ENSG00000115904	SOS1	2	2.739321621	0.419384797	0.014654608	-0.222465522	-0.239742247	-0.37376222	0.125863835	0.506090553	0.786202427	0.531392268	1.140888363	-0.134820859	0.047978781	0.911684021	1.004239653	-0.095072599	0.187132134	1.67880989	0.669046887	0.315398264	-0.609793374	-0.007578728	0.881419752	-0.591018422	-0.512810728	1.43217262	-0.833664471	-0.812841231	-0.930077811	-0.93932448	-1.022714686	-0.966150761	-0.605001882	-0.308874469	1.329101164	-1.657580366	-1.830586679	-2.026900108
ENSG00000116030	SUMO1	2	2.637060904	-0.311930929	0.83450145	-0.765125474	-0.487430144	-1.161632142	-0.983215682	1.050979121	-0.457866152	-0.340273996	0.167310391	0.029423181	0.022823495	0.397545425	0.092743443	0.174968488	0.201604353	-0.028246388	0.206489057	0.603950389	0.529064445	0.233594418	0.401466583	1.847146141	-1.07722899	-0.332793922	0.378713174	-0.032540246	-1.186382148	0.399955903	-1.226000128	-1.290786384	-1.5605276	1.524021579	-0.101771145	-1.661054312	2.31084722	-1.039403378
ENSG00000116095	PLEKHA3	2	2.603022788	1.041654504	0.83768679	0.472871045	-0.612146184	-0.611618359	-0.628009987	-0.616734367	-0.584346448	-0.500533304	-0.026306312	0.67581415	0.02330509	0.509544762	0.298368063	0.971462836	0.802534059	-0.760450175	0.871481238	1.842183052	-0.694879412	1.222102914	0.341418847	1.119059753	-0.743556936	-0.767015753	1.060452032	-0.852568064	1.401275466	-0.97109811	-0.918689323	-1.016879681	-1.157749484	-1.136858235	-1.208221259	-1.295674449	-1.386424597	0.395523051
ENSG00000116096	SPR	2	1.914651682	0.031017261	-0.155899608	-0.202739359	-0.178927769	-0.25973503	-0.265595878	-0.254122348	-0.221166969	-0.26073797	-0.230779698	0.5394401	-0.302424337	0.153148776	0.609367717	-0.378210678	0.080333247	-0.412673981	3.070398582	-0.432671153	-0.408134527	0.936658803	0.866111992	0.039196362	3.699009734	0.259511282	-0.407541954	-0.494084087	-0.556656215	-0.641755303	-0.606099285	-0.66127128	-0.804607956	-0.076900885	-0.861813226	-0.944946083	-1.037285806	-1.142064154
ENSG00000116266	STXBP3	2	2.644891926	-0.498815035	-0.379239227	-0.729461859	-0.729798953	0.671928792	-0.782902743	-0.765955449	-0.662560773	-0.212749574	0.819963417	0.225082759	-0.228279921	0.246297596	0.215954962	0.555860419	0.517607837	-0.202110858	-0.364839911	-0.222156362	0.361479992	0.721433634	0.322628882	1.818982238	-0.447791465	0.769582128	0.250340713	0.491904931	-1.030361372	2.18783917	-1.072397723	-1.080223229	1.975738735	-1.223096164	0.064541649	-1.26225449	-1.438991216	-1.528073454
ENSG00000116285	ERRFI1	2	2.382718385	0.222899872	-0.365634996	-0.03176593	0.885464942	-0.47471006	-0.40574738	1.319627497	-0.378632954	-0.429228464	-0.262863899	0.054946196	0.692989614	-0.064246589	0.364648819	-0.578648692	0.526451988	-0.628798614	1.097404796	2.239634852	-0.044068087	-0.28784553	0.267053827	-0.530560388	0.909986458	2.835268673	-0.614047356	-0.626853932	-0.773862101	-0.859600251	-0.549270373	-0.879262786	-1.023675866	-1.002258759	0.79932115	-1.165067879	-1.25809995	-1.363666233
ENSG00000116337	AMPD2	2	2.793508703	0.032755472	1.018323099	1.925257009	-0.317847582	-0.339845795	-0.347356524	-0.132373688	-0.290420488	-0.313427984	-0.350225937	0.69363842	-0.224281383	0.391707514	0.611605235	-0.491673378	0.187144637	1.956996075	0.834313244	-0.561464956	-0.530021054	0.11903064	0.923834804	-0.207680986	2.155036813	1.033985694	-0.663867232	-0.640166863	-0.720352902	-0.829408131	-0.654617395	-0.854419412	-1.038105235	-0.978222415	-0.166564596	-1.217951163	-1.336283944	-1.470558316
ENSG00000116396	KCNC4	2	2.656532922	0.840341807	0.209174181	0.104567882	0.038456515	-0.022718717	-0.035807686	0.039126661	0.102843616	-0.014061161	-0.046927675	0.448801208	1.145486845	0.742568176	0.412702615	0.033008413	0.121189907	0.180198939	3.122006267	-0.351809686	-0.241601534	0.384330504	0.095628584	1.48189206	-0.298374333	-0.351681694	-0.264058051	-0.546089106	-0.68583196	-0.529945239	-0.796252626	-0.919467639	-0.88325563	-1.192104581	0.326554701	-1.552995465	-1.759214343	-1.993214678
ENSG00000116704	SLC35D1	2	2.574156912	-0.097367961	-0.494373958	-0.534350502	-0.552590191	2.529931693	-0.627528326	0.205062419	-0.573599435	-0.112988877	0.787359284	0.340477934	0.097631228	0.491472396	0.276622287	0.97020136	-0.179546547	-0.767104737	0.571434583	1.872112373	-0.790336189	-0.621688633	1.462897197	0.133776553	0.232026208	-0.78528536	0.3178063	-0.904880937	-0.980834357	0.638628464	-1.04085102	-1.107821761	-1.28181154	-1.155439084	-0.140124177	1.322229589	-1.56424714	-0.511056046
ENSG00000116918	TSNAX	2	2.895342011	-0.462128634	0.30991264	-0.343956693	-0.708770621	-0.761767286	-0.767017527	-0.209510918	0.096638841	0.741313877	-0.211403045	0.163375299	0.321049103	0.126618965	-0.094207555	-0.240024977	-0.176634978	-0.062136148	-0.058406453	0.145933575	-0.489339742	0.904730727	-0.491507246	2.014648341	-0.328521217	-0.754739847	0.201896435	-0.192776684	-0.92668741	-1.043500182	1.818410787	-1.121404418	-1.24978399	-1.230744725	-0.356389494	-1.375477911	2.279391802	1.637575296
ENSG00000116991	SIPA1L2	2	2.694336925	-0.098431992	-0.385508413	0.020021576	-0.060431081	0.157136043	-0.603800504	0.580777144	2.116177771	1.608653788	-0.588808324	0.279005247	-0.074071461	-0.414227044	0.274465011	-0.544156134	0.022321325	-0.45149904	-0.521074709	-0.168525738	-0.761228963	-0.523243806	-0.771571241	1.614174147	-0.739001208	1.849020682	0.137467434	-0.673002498	-0.938512557	0.468478799	-0.995370842	1.641672729	-1.223650811	-1.199205255	-0.511544028	-0.749587215	-1.491224476	1.023968721
ENSG00000117000	RLF	2	2.264940441	-0.243532773	-0.452535109	-0.501987409	-0.675613648	-0.890816168	-0.854882477	-0.716406401	0.35070405	0.450409933	0.218982403	0.35092596	-0.395010832	-0.206019032	-0.209195243	0.863172801	-0.392720194	0.546153357	0.365074731	0.472013107	-0.556030272	0.361297385	-0.020378194	0.751944526	-0.980109462	-0.622469135	-0.279443979	1.35012045	-1.130579007	-0.740522131	0.075773293	-1.215055006	3.555986073	0.226729631	-1.376990768	-1.444120602	1.513590668	0.186599035
ENSG00000117525	F3	2	1.64721979	0.414419856	-0.211432138	-0.238272644	-0.2847134	-0.306182703	4.604894884	-0.301793389	-0.276019061	0.398366191	0.207062961	0.056612779	-0.257755409	0.074342652	-0.310575613	0.17464391	-0.139647698	-0.207059456	0.344239764	-0.283814112	2.040173362	0.051688261	-0.214254606	1.003616491	0.655633748	-0.421387419	-0.503935294	-0.397603506	-0.538408754	-0.604965652	-0.577078703	-0.620229305	-0.732333591	-0.715708321	-0.777074439	-0.842094373	-0.914313403	-0.996261659
ENSG00000117593	DARS2	2	2.244546575	0.023718476	-0.240211796	0.203065738	-0.350739807	-0.366746232	-0.37262993	-0.092493258	-0.32803603	-0.35721032	0.256434174	0.735924615	0.49860764	0.136515255	-0.04097155	-0.466692593	-0.036987544	-0.45642244	0.974002307	2.267150517	-0.475526824	-0.15249899	0.08029802	0.376904743	-0.490634939	-0.514593022	-0.127368364	-0.601966654	-0.66477115	-0.750186263	-0.714397832	-0.769774714	3.725571946	1.273223284	-0.971061393	-1.054502972	-1.147185609	-1.252353062
ENSG00000117625	RCOR3	2	2.207327681	0.030689308	-0.566595422	0.07447315	-0.326351684	-0.446352921	0.763163261	-0.185667509	-0.665719724	-0.310770611	0.127558926	0.201445135	0.213831728	0.188492611	-0.130645816	0.056428038	0.284949073	-0.920646799	0.702187721	1.777018215	-0.333073961	0.242090356	0.451736594	0.827041761	0.06028905	-0.76333406	-1.007608618	-0.957012981	-1.054555702	-1.092648286	0.976285222	3.500825823	0.447641162	0.104491363	-0.13793059	-1.397432885	-1.478972004	-1.46264661
ENSG00000117859	OSBPL9	2	2.697082873	0.609282483	-0.181227081	-0.357159827	-0.424834416	0.335077	-0.14334413	-0.269479747	-0.257219065	0.330436755	-0.196421578	-0.175478138	0.171864085	0.551997314	0.421548403	0.528085901	-0.132209123	0.812418305	0.127926814	-0.478139001	0.49088489	-0.02458284	-0.096561711	-0.6484663	0.970072807	-0.655854856	-0.361865684	2.44819799	-0.874615141	-0.999036951	-0.946904943	-1.027570901	1.586703677	1.984720505	-1.320779585	-1.442326603	-1.408104202	-1.644117978
ENSG00000117868	ESYT2	2	2.585999774	0.789954332	-0.092752007	0.815568793	-0.273166476	-0.262484674	-0.134777801	0.300335616	-0.205324096	0.099951443	0.469376688	0.3041675	0.922228411	0.530281341	0.294261624	-0.034671383	1.129404943	-0.506638355	-0.491646353	-0.282764927	-0.498596217	-0.268424958	-0.234062931	2.853832639	-0.472702887	-0.512099727	1.093943503	1.649412358	-0.7590537	-0.811224083	-0.840660166	0.468070243	-1.168301452	-1.084424769	-0.803613262	-1.291782008	-1.552339438	-1.725277538
ENSG00000118058	KMT2A	2	2.475981268	0.753149505	-0.533958879	-0.484732253	-0.571889546	-0.634226238	1.477524685	0.718862853	-0.585566726	1.763734902	0.731220038	-0.241896507	-0.33250049	0.52786468	-0.449237013	-0.480923715	-0.461537704	0.507026728	1.06589964	0.909788245	0.072499245	-0.153364715	-0.677254932	0.284234223	1.445352314	1.279900166	1.065116251	-0.778435338	-0.907198911	-0.840184761	-0.957745532	-1.043170978	-1.187596899	-1.02519496	-1.143819682	-1.329001486	1.268900022	-1.527617499
ENSG00000118200	CAMSAP2	2	2.505887067	0.910210955	-0.64827676	-0.698476686	-0.375267005	-0.759979855	0.18030072	-0.636739098	0.466578001	-0.298213979	0.35789758	0.131872363	0.463360829	0.541020924	-0.338051749	0.959299799	0.202393637	0.245929226	-0.187538245	-0.729283896	0.36527339	-0.456790281	-0.512276859	2.859525169	-0.747366585	-0.33219125	0.77105944	0.03919353	-1.071693688	-0.968310515	1.639724435	-1.074610031	-1.331997465	0.800445939	-1.347605785	1.388868973	-1.576265328	-0.737906917
ENSG00000118263	KLF7	2	2.418049159	-0.130185379	0.239315434	-0.472069989	-0.558141095	-0.52296432	3.14708974	-0.202133923	0.944708726	0.507198334	0.240262034	0.690308455	0.165075464	0.037013333	-0.414180439	0.433118732	-0.007632085	-0.25359071	0.906977804	1.373958011	1.184731289	-0.302582828	0.534081493	-0.450786127	1.578834054	-0.513813421	-0.634021683	0.078722486	-0.788103816	-0.7918561	-0.832254465	-0.881520811	-1.009514627	-0.990532088	-1.060595961	-1.134830861	-1.21728551	-1.310848309
ENSG00000118402	ELOVL4	2	2.637424546	0.609419804	0.447745198	0.138268016	-0.056009771	0.023390463	0.011577525	0.034702114	0.653384039	0.021368969	1.002932945	0.439935551	-0.020420934	0.906567994	-0.163205464	1.549712509	1.249942206	-0.075768472	2.91159606	-0.325174031	-0.275720975	-0.326500625	0.87139232	-0.09663509	-0.225391756	-0.273502235	-0.486235377	-0.448958147	-0.575076517	-0.746599506	-0.674732381	-0.785935282	-1.07484008	-1.031993115	-1.190139731	-1.357701099	-1.5438159	-1.75500377
ENSG00000118518	RNF146	2	2.452633561	0.364858525	-0.058359	-0.123529492	-0.18795746	-0.195121456	-0.202483307	1.652474288	-0.146677216	-0.100239149	-0.209102634	0.482035632	0.029588181	0.45394497	-0.21768648	1.241539022	-0.198628251	-0.387229095	2.065296877	-0.412347676	-0.355315063	0.157366326	-0.315625359	-0.580112309	-0.184253897	-0.309717768	-0.51272149	-0.343377863	-0.5680875	-0.674981033	-0.63019327	-0.603822359	-0.87953998	-0.852839008	-0.951396355	-1.055820998	3.660849055	-1.303420966
ENSG00000118762	PKD2	2	2.650533561	0.501616093	0.847920504	-0.200185017	-0.357376216	-0.293133061	-0.209677681	-0.194619562	-0.230237771	2.100765775	-0.074918771	0.653726576	-0.106873262	0.488833533	0.929965269	-0.470657158	1.016144212	0.567426369	-0.554119592	1.240992845	2.074913564	-0.28428053	0.205259117	-0.792967743	-0.494424087	-0.533350533	0.846057122	-0.675311969	-0.7773559	-0.916136069	-0.857987993	-0.947962856	0.391973446	0.434245161	-1.275006253	-1.410581641	-1.561168123	-1.73204136
ENSG00000118946	PCDH17	2	2.752183155	1.02338636	0.051846237	1.210539183	-0.083853797	-0.139702785	-0.079715259	1.695611897	-0.068556366	-0.141552959	-0.137005155	0.832164581	-0.009016174	0.507878036	-0.299231164	0.135828507	0.643671426	1.163673429	1.021747635	0.594915005	1.841976114	1.281147671	-0.264565088	-0.611992177	-0.367400847	-0.411433989	-0.606138114	-0.572019111	-0.687450016	-0.759214821	-0.7786601	-0.880438616	-1.144856895	-1.03641875	-0.932131112	-1.403747593	-1.574089266	-1.76737908
ENSG00000118971	CCND2	2	2.218608798	0.881854434	-0.458965862	-0.416487421	-0.469978683	-0.542480264	3.470568586	-0.052002638	-0.514243465	1.009216425	0.527951952	0.129666166	-0.146079451	0.14177705	0.110032382	-0.278630546	0.101773677	1.321234801	-0.38943936	1.995651433	-0.609344936	-0.023447311	0.062176974	0.339489696	0.651603209	-0.52838324	-0.679969395	-0.610914483	-0.759871794	-0.709124567	-0.79607152	-0.808152082	-0.887530376	0.989589371	-0.97406802	-0.995766955	-1.111764576	-1.188478005
